"","fips","beds_licensed","beds_staffed","beds_ICU","beds_ICU_adult","beds_ICU_pediatric"
"1191",28129,29,19,3,3,0
"1192",28131,25,25,4,4,0
"1193",28133,138,126,12,12,0
"1194",28135,18,9,2,2,0
"1195",28139,25,25,4,4,0
"1196",28141,48,48,8,8,0
"1197",28145,153,92,8,8,0
"1198",28147,25,25,4,4,0
"1199",28149,396,336,27,27,0
"1200",28151,266,216,28,28,0
"1201",28153,80,49,6,6,0
"1202",28155,38,38,7,7,0
"1203",28159,41,14,2,2,0
"1204",28161,26,26,5,5,0
"1205",28163,25,25,4,4,0
"1206",29001,93,51,10,10,0
"1207",29005,18,16,3,3,0
"1208",29007,70,40,7,7,0
"1209",29009,43,43,7,7,0
"1210",29011,25,25,4,4,0
"1211",29013,60,44,8,8,0
"1212",29019,1184,1199,150,150,97
"1213",29021,501,501,27,27,0
"1214",29023,240,220,14,14,0
"1215",29027,75,56,3,3,0
"1216",29029,130,114,18,18,0
"1217",29031,580,494,51,51,36
"1218",29033,25,21,4,4,0
"1219",29037,106,96,9,9,0
"1220",29039,41,41,16,16,0
"1221",29047,769,694,43,43,0
"1222",29049,58,34,5,5,0
"1223",29051,268,254,25,25,0
"1224",29055,35,25,4,4,0
"1225",29065,55,25,4,4,0
"1226",29071,148,148,13,13,0
"1227",29073,24,24,4,4,0
"1228",29075,35,25,4,4,0
"1229",29077,1748,1497,203,203,80
"1230",29079,22,21,4,4,0
"1231",29081,19,14,4,4,0
"1232",29083,110,96,8,8,0
"1233",29091,139,128,16,16,0
"1234",29093,15,15,4,4,0
"1235",29095,2959,2319,280,280,176
"1236",29097,25,25,4,4,0
"1237",29099,321,279,28,28,0
"1238",29101,62,46,8,8,0
"1239",29105,58,43,4,4,0
"1240",29107,32,25,2,2,0
"1241",29109,53,25,4,4,0
"1242",29113,25,25,4,4,0
"1243",29115,25,25,4,4,0
"1244",29117,25,25,4,4,0
"1245",29121,25,25,4,4,0
"1246",29123,144,25,4,4,0
"1247",29127,99,86,8,8,0
"1248",29145,658,634,96,96,38
"1249",29147,81,38,7,7,0
"1250",29155,167,49,7,7,0
"1251",29157,25,25,4,4,0
"1252",29159,99,108,9,9,0
"1253",29161,242,172,18,18,0
"1254",29163,25,25,4,4,0
"1255",29165,97,118,12,12,0
"1256",29167,86,52,8,8,0
"1257",29169,46,46,0,0,0
"1258",29171,15,15,3,3,0
"1259",29175,99,33,8,8,0
"1260",29177,34,25,4,4,0
"1261",29183,874,880,62,62,0
"1262",29185,12,12,2,2,0
"1263",29186,47,25,4,4,0
"1264",29187,471,433,11,11,0
"1265",29189,4846,4371,498,498,244
"1266",29195,60,42,7,7,0
"1267",29199,25,25,4,4,0
"1268",29201,125,110,12,12,0
"1269",29207,48,48,4,4,0
"1270",29211,25,17,3,3,0
"1271",29213,157,105,18,18,0
"1272",29215,66,47,4,4,0
"1273",29217,140,41,6,6,0
"1274",29221,25,25,4,4,0
"1275",29510,2297,2694,321,321,125
"1276",30001,18,18,3,3,0
"1277",30003,49,49,8,8,0
"1278",30005,6,6,1,1,0
"1279",30007,25,25,4,4,0
"1280",30009,10,10,2,2,0
"1281",30011,25,25,4,4,0
"1282",30013,549,332,24,24,24
"1283",30015,50,33,5,5,0
"1284",30017,25,25,4,4,0
"1285",30019,25,25,4,4,0
"1286",30021,25,25,3,3,0
"1287",30023,199,199,4,4,0
"1288",30025,25,25,4,4,0
"1289",30027,25,23,4,4,0
"1290",30029,247,220,25,25,9
"1291",30031,90,87,9,9,0
"1292",30033,25,4,1,1,0
"1293",30035,46,46,8,8,0
"1294",30039,25,25,4,4,0
"1295",30041,49,49,6,6,0
"1296",30047,47,47,9,9,0
"1297",30049,153,131,9,9,2
"1298",30051,25,25,4,4,0
"1299",30053,25,25,4,4,0
"1300",30055,25,25,4,4,0
"1301",30057,15,20,4,4,0
"1302",30059,25,25,4,4,0
"1303",30061,25,24,4,4,0
"1304",30063,404,299,32,32,24
"1305",30065,25,25,4,4,0
"1306",30067,25,25,4,4,0
"1307",30071,6,6,1,1,0
"1308",30073,20,20,3,3,0
"1309",30077,16,16,3,3,0
"1310",30079,22,22,4,4,0
"1311",30081,25,25,5,5,0
"1312",30083,25,25,4,4,0
"1313",30085,67,75,13,13,0
"1314",30087,25,25,1,1,0
"1315",30089,16,16,3,3,0
"1316",30091,19,19,3,3,0
"1317",30093,98,71,11,11,0
"1318",30095,10,10,2,2,0
"1319",30097,25,25,4,4,0
"1320",30099,25,25,4,4,0
"1321",30101,21,21,4,4,0
"1322",30105,25,25,4,4,0
"1323",30107,25,25,4,4,0
"1324",30111,664,577,53,53,48
"1325",31001,200,127,10,10,0
"1326",31003,23,23,4,4,0
"1327",31011,25,25,4,4,0
"1328",31013,25,25,4,4,0
"1329",31015,15,20,3,3,0
"1330",31017,23,23,4,4,0
"1331",31019,267,362,34,34,18
"1332",31021,16,16,3,3,0
"1333",31023,20,20,3,3,0
"1334",31029,20,22,4,4,0
"1335",31031,19,25,4,4,0
"1336",31033,25,19,4,4,0
"1337",31037,25,25,4,4,0
"1338",31039,25,25,4,4,0
"1339",31041,35,35,6,6,0
"1340",31045,25,25,4,4,0
"1341",31047,57,57,9,9,0
"1342",31053,75,50,9,9,0
"1343",31055,2630,2194,317,317,129
"1344",31057,14,14,2,2,0
"1345",31059,20,20,3,3,0
"1346",31061,14,14,2,2,0
"1347",31065,20,20,3,3,0
"1348",31067,25,25,3,3,0
"1349",31069,10,10,2,2,0
"1350",31079,157,140,16,16,9
"1351",31081,12,14,2,2,0
"1352",31083,19,19,3,3,0
"1353",31089,42,42,7,7,0
"1354",31093,10,16,3,3,0
"1355",31095,17,17,3,3,0
"1356",31097,18,18,3,3,0
"1357",31099,10,10,2,2,0
"1358",31101,18,18,3,3,0
"1359",31105,15,15,3,3,0
"1360",31107,23,23,4,4,0
"1361",31109,1062,1126,103,103,57
"1362",31111,116,97,19,19,0
"1363",31119,131,131,24,24,0
"1364",31121,20,20,3,3,0
"1365",31123,20,20,3,3,0
"1366",31125,19,19,3,3,0
"1367",31127,16,16,3,3,0
"1368",31129,25,25,4,4,0
"1369",31131,28,28,5,5,0
"1370",31133,11,17,3,3,0
"1371",31135,20,20,3,3,0
"1372",31137,25,25,4,4,0
"1373",31139,35,35,6,6,0
"1374",31141,47,47,5,5,0
"1375",31143,16,16,3,3,0
"1376",31145,25,25,4,4,0
"1377",31147,24,24,4,4,0
"1378",31149,24,24,4,4,0
"1379",31151,43,43,7,7,0
"1380",31153,212,89,13,13,3
"1381",31155,16,16,3,3,0
"1382",31157,166,122,22,22,0
"1383",31159,24,24,4,4,0
"1384",31161,25,25,4,4,0
"1385",31169,17,19,3,3,0
"1386",31173,34,34,6,6,0
"1387",31175,16,16,3,3,0
"1388",31177,21,21,4,4,0
"1389",31179,21,25,4,4,0
"1390",31181,13,13,2,2,0
"1391",31185,38,38,6,6,0
"1392",32001,40,25,4,4,0
"1393",32003,7051,5937,652,652,311
"1394",32005,23,23,4,4,0
"1395",32007,75,59,7,7,0
"1396",32013,53,25,3,3,0
"1397",32015,25,5,2,2,0
"1398",32017,20,4,1,1,0
"1399",32019,63,14,2,2,0
"1400",32021,35,11,2,2,0
"1401",32023,25,25,4,4,0
"1402",32027,38,13,2,2,0
"1403",32031,1783,1390,302,302,68
"1404",32033,25,25,4,4,0
"1405",32510,255,219,32,32,0
"1406",33001,137,86,10,10,0
"1407",33003,50,50,8,8,0
"1408",33005,169,86,27,27,0
"1409",33007,66,66,10,10,0
"1410",33009,506,500,64,64,30
"1411",33011,1082,814,66,66,0
"1412",33013,563,474,29,29,0
"1413",33015,617,506,43,43,0
"1414",33017,290,182,17,17,0
"1415",33019,25,25,4,4,0
"1416",34001,557,821,65,65,22
"1417",34003,2874,1934,122,122,56
"1418",34005,894,795,100,100,0
"1419",34007,2231,2407,166,166,94
"1420",34009,242,149,16,16,0
"1421",34011,365,321,24,24,0
"1422",34013,3541,2515,226,226,169
"1423",34015,311,233,46,46,0
"1424",34017,1764,1086,89,89,41
"1425",34019,184,170,12,12,0
"1426",34021,1608,1199,83,83,0
"1427",34023,2527,2112,232,232,104
"1428",34025,2155,1643,128,128,75
"1429",34027,1782,1566,111,111,38
"1430",34029,1528,1325,114,114,0
"1431",34031,920,823,53,53,56
"1432",34033,222,209,19,19,0
"1433",34035,944,820,45,45,0
"1434",34037,148,130,10,10,0
"1435",34039,1332,951,77,77,15
"1436",34041,309,156,20,20,0
"1437",35001,1981,1937,179,179,163
"1438",35005,232,204,24,24,0
"1439",35006,31,31,5,5,0
"1440",35007,25,25,4,4,0
"1441",35009,100,106,8,8,0
"1442",35013,618,663,60,60,12
"1443",35015,148,130,18,18,0
"1444",35017,68,32,6,6,0
"1445",35019,10,10,2,2,0
"1446",35025,124,86,12,12,0
"1447",35027,25,25,4,4,0
"1448",35028,47,47,6,6,0
"1449",35029,25,25,6,6,0
"1450",35031,191,148,26,26,0
"1451",35035,106,56,11,11,0
"1452",35037,25,25,4,4,0
"1453",35039,70,52,8,8,0
"1454",35041,24,20,4,4,0
"1455",35043,60,60,11,11,0
"1456",35045,270,260,21,21,0
"1457",35047,175,226,8,8,0
"1458",35049,240,225,25,25,0
"1459",35051,25,11,2,2,0
"1460",35053,24,24,4,4,0
"1461",35055,25,6,6,6,0
"1462",35059,25,25,4,4,0
"1463",36001,1531,1478,116,116,75
"1464",36003,55,69,9,9,0
"1465",36005,2816,3345,274,274,162
"1466",36007,573,492,47,47,14
"1467",36009,186,260,46,46,0
"1468",36011,99,85,15,15,0
"1469",36013,356,208,27,27,0
"1470",36015,471,325,24,24,18
"1471",36017,58,58,7,7,0
"1472",36019,300,300,21,21,0
"1473",36021,192,95,9,9,0
"1474",36023,162,103,12,12,0
"1475",36025,63,56,10,10,0
"1476",36027,942,874,59,59,15
"1477",36029,2573,2265,307,307,129
"1478",36031,25,25,4,4,0
"1479",36033,171,131,13,13,0
"1480",36035,74,58,8,8,0
"1481",36037,111,131,10,10,0
"1482",36043,25,25,4,4,0
"1483",36045,330,287,18,18,12
"1484",36047,5838,4320,282,282,216
"1485",36049,31,25,6,6,0
"1486",36051,67,67,12,12,0
"1487",36053,126,126,10,10,0
"1488",36055,2331,2038,247,247,100
"1489",36057,120,100,8,8,0
"1490",36059,4758,3598,334,334,237
"1491",36061,8625,7454,944,944,460
"1492",36063,482,411,32,32,0
"1493",36065,951,737,37,37,0
"1494",36067,1490,1736,145,145,86
"1495",36069,384,307,27,27,0
"1496",36071,1113,986,76,76,20
"1497",36073,39,25,4,4,0
"1498",36075,132,132,8,8,0
"1499",36077,233,227,26,26,0
"1500",36079,164,120,10,10,0
"1501",36081,3210,2663,146,146,92
"1502",36083,292,257,30,30,0
"1503",36085,1177,1060,72,72,40
"1504",36087,1301,1144,50,50,20
"1505",36089,387,384,27,27,0
"1506",36091,259,259,30,30,0
"1507",36093,483,351,39,39,0
"1508",36095,25,40,7,7,0
"1509",36097,25,25,4,4,0
"1510",36101,115,95,14,14,0
"1511",36103,3882,3509,298,298,109
"1512",36105,169,99,18,18,0
"1513",36109,212,163,16,16,0
"1514",36111,325,209,28,28,0
"1515",36113,391,361,24,24,0
"1516",36117,120,101,8,8,0
"1517",36119,3014,2427,233,233,109
"1518",36121,62,50,5,5,0
"1519",36123,35,25,4,4,0
"1520",37001,238,176,20,20,12
"1521",37005,41,25,4,4,0
"1522",37007,15,15,3,3,0
"1523",37009,76,25,4,4,0
"1524",37011,50,21,4,4,0
"1525",37013,142,72,8,8,0
"1526",37015,6,6,1,1,0
"1527",37017,58,25,4,4,0
"1528",37019,139,126,23,23,0
"1529",37021,1009,849,151,151,51
"1530",37023,746,587,16,16,4
"1531",37025,457,447,15,15,25
"1532",37027,110,110,12,12,0
"1533",37031,135,99,8,8,0
"1534",37035,613,426,52,52,6
"1535",37037,25,25,4,4,0
"1536",37039,57,25,5,5,0
"1537",37041,49,25,4,4,0
"1538",37045,375,292,57,57,0
"1539",37047,154,154,27,27,0
"1540",37049,350,286,72,72,0
"1541",37051,838,694,56,56,44
"1542",37055,21,21,4,4,0
"1543",37057,240,154,29,29,0
"1544",37059,50,50,9,9,0
"1545",37061,81,49,9,9,0
"1546",37063,1446,1358,174,174,135
"1547",37065,117,101,15,15,0
"1548",37067,2134,1990,205,205,100
"1549",37071,435,383,57,57,0
"1550",37077,1442,1342,164,164,0
"1551",37081,1388,955,124,124,36
"1552",37083,204,106,16,16,0
"1553",37085,248,268,32,32,0
"1554",37087,154,122,12,12,0
"1555",37089,325,233,27,27,0
"1556",37091,114,70,10,10,0
"1557",37093,49,61,11,11,0
"1558",37097,514,406,36,36,0
"1559",37099,86,82,9,9,0
"1560",37101,199,179,24,24,0
"1561",37105,137,127,8,8,1
"1562",37107,261,1086,190,190,0
"1563",37109,101,101,10,10,0
"1564",37111,65,49,9,9,0
"1565",37113,83,49,9,9,0
"1566",37117,49,43,6,6,0
"1567",37119,2662,2388,188,188,164
"1568",37121,46,25,4,4,0
"1569",37123,37,4,2,2,0
"1570",37125,402,412,56,56,13
"1571",37127,395,372,29,29,9
"1572",37129,861,714,45,45,51
"1573",37133,306,306,14,14,0
"1574",37135,1006,886,47,47,20
"1575",37139,182,91,10,10,0
"1576",37141,86,25,4,4,0
"1577",37145,98,38,6,6,0
"1578",37147,1088,930,83,83,12
"1579",37149,35,25,6,6,0
"1580",37151,145,145,12,12,0
"1581",37155,452,256,25,25,0
"1582",37157,229,108,9,9,0
"1583",37159,268,169,21,21,0
"1584",37161,143,111,18,18,0
"1585",37163,146,71,8,8,0
"1586",37165,104,97,8,8,0
"1587",37167,109,97,10,10,0
"1588",37169,99,25,4,4,0
"1589",37171,226,181,24,24,0
"1590",37173,68,44,8,8,0
"1591",37175,92,25,4,4,0
"1592",37179,182,182,14,14,4
"1593",37181,184,91,20,20,0
"1594",37183,2376,2067,177,177,80
"1595",37187,49,25,4,4,0
"1596",37189,117,95,10,10,4
"1597",37191,569,514,16,16,0
"1598",37193,130,93,8,8,0
"1599",37195,294,270,14,14,0
"1600",38001,25,25,4,4,0
"1601",38003,25,25,4,4,0
"1602",38009,25,25,4,4,0
"1603",38011,23,23,4,4,0
"1604",38015,510,386,52,52,0
"1605",38017,1254,1352,280,280,0
"1606",38019,20,20,3,3,0
"1607",38021,20,20,3,3,0
"1608",38023,15,15,3,3,0
"1609",38029,14,14,2,2,0
"1610",38031,25,25,4,4,0
"1611",38035,419,384,36,36,0
"1612",38037,25,30,5,5,0
"1613",38039,18,18,3,3,0
"1614",38051,44,44,7,7,0
"1615",38053,24,24,4,4,0
"1616",38055,47,47,8,8,0
"1617",38057,13,13,2,2,0
"1618",38059,41,41,6,6,0
"1619",38061,11,11,2,2,0
"1620",38063,19,19,3,3,0
"1621",38067,20,20,3,3,0
"1622",38069,25,25,4,4,0
"1623",38071,25,25,4,4,0
"1624",38073,25,25,4,4,0
"1625",38079,52,52,9,9,0
"1626",38085,12,12,2,2,0
"1627",38089,25,25,4,4,0
"1628",38093,165,131,6,6,0
"1629",38095,20,20,3,3,0
"1630",38097,41,41,7,7,0
"1631",38099,28,28,4,4,0
"1632",38101,190,190,23,23,16
"1633",38103,25,25,4,4,0
"1634",38105,50,50,8,8,0
"1635",39001,25,25,4,4,0
"1636",39003,816,529,44,44,0
"1637",39005,123,39,6,6,0
"1638",39007,431,286,39,39,0
"1639",39009,156,156,11,11,0
"1640",39011,131,36,6,6,0
"1641",39013,165,165,13,13,0
"1642",39017,790,631,56,56,0
"1643",39021,25,25,4,4,0
"1644",39023,270,270,42,42,0
"1645",39025,160,147,16,16,0
"1646",39027,179,89,8,8,0
"1647",39029,331,219,20,20,0
"1648",39031,56,56,7,7,0
"1649",39033,75,50,9,9,0
"1650",39035,7053,5395,794,794,206
"1651",39037,104,40,6,6,0
"1652",39039,104,73,16,16,0
"1653",39041,124,124,6,6,0
"1654",39043,287,183,18,18,0
"1655",39045,255,223,22,22,0
"1656",39047,25,25,5,5,0
"1657",39049,5514,5508,583,583,260
"1658",39051,117,25,7,7,0
"1659",39053,287,157,14,14,0
"1660",39055,124,124,12,12,0
"1661",39057,263,235,20,20,0
"1662",39059,255,156,11,11,0
"1663",39061,4627,3729,349,349,163
"1664",39063,201,166,29,29,0
"1665",39065,25,25,4,4,0
"1666",39067,25,25,4,4,0
"1667",39069,31,25,5,5,0
"1668",39071,70,50,8,8,0
"1669",39073,25,25,4,4,0
"1670",39075,69,41,4,4,0
"1671",39077,139,98,12,12,0
"1672",39079,25,24,6,6,0
"1673",39081,256,171,20,20,0
"1674",39083,111,65,12,12,0
"1675",39085,294,471,27,27,0
"1676",39087,8,8,1,1,0
"1677",39089,262,262,20,20,0
"1678",39091,115,39,7,7,0
"1679",39093,887,838,62,62,0
"1680",39095,3434,2203,261,261,46
"1681",39097,94,45,13,13,0
"1682",39099,1039,662,86,86,0
"1683",39101,174,174,15,15,0
"1684",39103,191,150,15,15,0
"1685",39107,88,42,5,5,0
"1686",39109,182,119,42,42,0
"1687",39113,2362,1977,252,252,125
"1688",39117,25,23,3,3,0
"1689",39119,321,282,24,24,0
"1690",39123,25,25,4,4,0
"1691",39125,25,25,4,4,0
"1692",39129,83,83,8,8,0
"1693",39131,25,25,4,4,0
